Gene,Collapsing model,P value,No. participants,No. cases with QV,Proportion cases with QV,No. controls with QV,Proportion controls with QV,Odds ratio,Odds ratio LCI,Odds ratio UCI
RNF186,syn,0.0596,429799,17,0.000960072287795787,625,0.00151665162148258,0.622,0.36,1.01
RNF207,syn,0.046,429799,26,0.00146834585192297,889,0.00215728526639682,0.676,0.439,0.998
RNF4,syn,0.0523,429799,3,0.000169424521375727,202,0.00049018180406317,0.346,0.0707,1.02
RNF41,syn,0.0492,429799,13,0.000734172925961484,520,0.00126185414907351,0.581,0.307,1
ROM1,syn,0.0141,429799,12,0.000677698085502908,539,0.00130796035836658,0.506,0.26,0.892
ROPN1B,syn,0.0854,429799,8,0.000451798723668606,99,0.000240237616842841,1.89,0.792,3.87
RPA3,syn,0.0765,429799,0,0,70,0.000169864981606049,0,0,1.21
RPAP3,syn,0.0189,429799,14,0.00079064776642006,585,0.0014195859177077,0.541,0.294,0.915
RPF2,syn,0.0612,429799,11,0.000621223245044333,456,0.00110654902303369,0.558,0.277,1.01
RPL10L,syn,0.0276,429799,5,0.000282374202292879,268,0.000650340215291731,0.393,0.127,0.931
RPL29,syn,0.048,429799,14,0.00079064776642006,182,0.000441648952175728,1.76,0.942,3.03
RPL35,syn,0.0513,429799,21,0.00118597164963009,305,0.0007401259912835,1.57,0.96,2.45
RPL3L,syn,0.0986,429799,39,0.00220251877788445,1193,0.00289498461508595,0.757,0.535,1.04
RPL4,syn,0.0715,429799,25,0.00141187101146439,837,0.00203109985148947,0.694,0.446,1.03
RPN1,syn,0.0964,429799,31,0.00175072005421585,977,0.00237082981470157,0.729,0.493,1.04
RPP14,syn,0.0948,429799,1,0.0000564748404585757,111,0.000269357327975306,0.206,0.00516,1.17
RPS27,syn,0.0614,429799,11,0.000621223245044333,141,0.00034215660580647,1.83,0.894,3.38
RPS3,syn,0.0923,429799,11,0.000621223245044333,429,0.00104102967298564,0.596,0.295,1.08
RRH,syn,0.0123,429799,22,0.00124244649008867,273,0.000662473428263592,1.84,1.13,2.84
RSPH6A,syn,0.0771,429799,56,0.00316259106568024,1644,0.00398940042514778,0.784,0.59,1.02
RSPO1,syn,0.0365,429799,9,0.000508273564127181,409,0.000992496821098201,0.507,0.23,0.972
RSRC1,syn,0.00149,429799,27,0.00152482069238154,317,0.000769245702415965,1.99,1.29,2.95
RTF2,syn,0.00993,429799,41,0.0023154684588016,613,0.00148753191035012,1.56,1.11,2.14
RTL10,syn,0.0181,429799,37,0.0020895690969673,560,0.00135891985284839,1.52,1.06,2.12
RTL5,syn,0.0895,429799,39,0.00220251877788445,677,0.00164283703638993,1.34,0.942,1.85
RTL6,syn,0.0494,429799,5,0.000282374202292879,262,0.000635780359725498,0.415,0.134,0.982
RUNX2,syn,0.0987,429799,25,0.00141187101146439,814,0.00197528707181891,0.709,0.456,1.06
RUVBL2,syn,0.0983,429799,25,0.00141187101146439,799,0.00193888743290333,0.713,0.459,1.06
S100A5,syn,0.0703,429799,10,0.000564748404585757,117,0.000283917183541539,1.95,0.909,3.71
SACS,syn,0.051,429799,238,0.013441012029141,4786,0.011613911456665,1.14,0.997,1.3
SAE1,syn,0.0705,429799,32,0.00180719489467442,517,0.00125457422129039,1.4,0.947,2
SART1,syn,0.0164,429799,36,0.00203309425650873,1228,0.00297991710588898,0.674,0.469,0.939
SAT1,syn,0.0763,429799,0,0,68,0.000165011696417305,0,0,1.21
SCN11A,syn,0.0378,429799,69,0.00389676399164172,2055,0.00498675053143473,0.777,0.602,0.989
SCN1A,syn,0.0238,429799,74,0.0041791381939346,2190,0.00531434728167497,0.768,0.6,0.968
SCNM1,syn,0.00225,429799,3,0.000169424521375727,304,0.000737699348689128,0.229,0.0469,0.676
SCO2,syn,0.0305,429799,30,0.00169424521375727,448,0.00108713588227871,1.52,1.01,2.2
SCUBE3,syn,0.0496,429799,52,0.00293669170384594,881,0.00213787212564185,1.34,0.992,1.77
SDAD1,syn,0.0607,429799,44,0.00248489298017733,752,0.00182483523096784,1.35,0.974,1.84
SDC1,syn,0.0678,429799,32,0.00180719489467442,516,0.00125214757869602,1.42,0.963,2.04
SEC14L2,syn,0.0639,429799,18,0.00101654712825436,649,0.00157489104374751,0.641,0.377,1.02
SEC63,syn,0.032,429799,36,0.00203309425650873,573,0.00139046620657523,1.46,1.01,2.04
SELENOH,syn,0.0578,429799,9,0.000508273564127181,104,0.000252370829814702,1.96,0.873,3.88
SELENOV,syn,0.0176,429799,32,0.00180719489467442,472,0.00114537530454365,1.58,1.07,2.27
SEMA4F,syn,0.0909,429799,65,0.00367086462980742,1208,0.00293138425400153,1.24,0.953,1.6
SEMA6D,syn,0.0446,429799,37,0.0020895690969673,1172,0.00284402512060414,0.713,0.499,0.989
SEMA7A,syn,0.0202,429799,47,0.00265431750155306,737,0.00178843559205226,1.45,1.05,1.95
SENP3,syn,0.0215,429799,23,0.00129892133054724,841,0.00204080642186696,0.625,0.394,0.944
SENP5,syn,0.011,429799,20,0.00112949680917151,812,0.00197043378663017,0.573,0.348,0.891
SENP7,syn,0.0184,429799,55,0.00310611622522166,895,0.00217184512196306,1.4,1.05,1.85
SENP8,syn,0.0281,429799,15,0.000847122606878636,175,0.000424662454015123,1.93,1.05,3.27
SEPSECS,syn,0.0862,429799,17,0.000960072287795787,602,0.00146083884181202,0.646,0.374,1.04
SEPT5,syn,0.0327,429799,17,0.000960072287795787,649,0.00157489104374751,0.599,0.346,0.966
SERP1,syn,0.0987,429799,7,0.00039532388321003,79,0.000191704764955398,1.98,0.772,4.29
SERPINA1,syn,0.0231,429799,34,0.00192014457559157,499,0.00121089465459169,1.54,1.05,2.18
SERPINA5,syn,0.00025,429799,67,0.00378381431072457,934,0.00226648418314357,1.65,1.26,2.11
SERPINB2,syn,0.0668,429799,21,0.00118597164963009,734,0.00178115566426914,0.66,0.406,1.02
SERPINB8,syn,0.0759,429799,40,0.00225899361834303,687,0.00166710346233365,1.35,0.953,1.85
SERPINB9,syn,0.0395,429799,8,0.000451798723668606,365,0.000885724546945828,0.491,0.21,0.979
SERPINI2,syn,0.0594,429799,6,0.000338849042751454,293,0.000711006280151034,0.472,0.172,1.04
SF3A1,syn,0.0283,429799,54,0.00304964138476309,896,0.00217427176455743,1.38,1.02,1.81
SF3B3,syn,0.0555,429799,80,0.00451798723668606,1467,0.00355988468594392,1.25,0.988,1.57
SFTPC,syn,0.0948,429799,17,0.000960072287795787,255,0.000618793861564893,1.52,0.873,2.49
SGK1,syn,0.0878,429799,20,0.00112949680917151,674,0.00163555710860682,0.673,0.408,1.05
SGK3,syn,0.0088,429799,8,0.000451798723668606,447,0.00108470923968434,0.416,0.178,0.827
SH2D7,syn,0.0512,429799,29,0.0016377703732987,454,0.00110169573784495,1.47,0.975,2.15
SH3BGRL,syn,0.00712,429799,10,0.000564748404585757,89,0.00021597119089912,2.65,1.23,5.11
SH3BP2,syn,0.0576,429799,27,0.00152482069238154,885,0.00214757869601934,0.692,0.453,1.01
SH3GL3,syn,0.0969,429799,26,0.00146834585192297,424,0.00102889646001378,1.41,0.91,2.1
SIGLEC7,syn,0.0267,429799,19,0.00107302196871294,717,0.00173990274016482,0.606,0.363,0.954
SIRPB2,syn,0.0487,429799,23,0.00129892133054724,347,0.000842044980247129,1.54,0.965,2.36
SIX3,syn,0.0318,429799,39,0.00220251877788445,620,0.00150451840851072,1.44,1.01,1.99
SKIL,syn,0.0219,429799,19,0.00107302196871294,731,0.00177387573648603,0.597,0.357,0.939
SLC10A3,syn,0.0494,429799,27,0.00152482069238154,929,0.00225435097017171,0.679,0.445,0.994
SLC15A1,syn,0.0553,429799,42,0.00237194329926018,1306,0.00316919522825,0.741,0.531,1.01
SLC16A12,syn,0.06,429799,25,0.00141187101146439,382,0.000926977471050154,1.51,0.967,2.27
SLC19A2,syn,0.013,429799,18,0.00101654712825436,721,0.00174960931054231,0.567,0.334,0.902
SLC22A17,syn,0.0317,429799,42,0.00237194329926018,674,0.00163555710860682,1.42,1.01,1.94
SLC24A4,syn,0.0833,429799,58,0.00327554074659739,1050,0.00254797472409074,1.27,0.955,1.65
SLC25A1,syn,0.0423,429799,10,0.000564748404585757,433,0.00105073624336313,0.531,0.253,0.987
SLC25A12,syn,0.0139,429799,15,0.000847122606878636,640,0.00155305126039816,0.538,0.299,0.894
SLC25A14,syn,0.0144,429799,31,0.00175072005421585,442,0.00107257602671248,1.63,1.09,2.34
SLC25A2,syn,0.0683,429799,12,0.000677698085502908,474,0.00115022858973239,0.578,0.296,1.02
SLC25A22,syn,0.0844,429799,25,0.00141187101146439,826,0.00200440678295138,0.698,0.449,1.04
SLC25A29,syn,0.0999,429799,14,0.00079064776642006,512,0.00124244100831853,0.627,0.34,1.06
SLC25A30,syn,0.0107,429799,21,0.00118597164963009,259,0.000628500431942382,1.84,1.12,2.88
SLC25A45,syn,0.0583,429799,9,0.000508273564127181,379,0.000919697543267038,0.533,0.242,1.02
SLC28A3,syn,0.0381,429799,48,0.00271079234201163,803,0.00194859400328082,1.38,1.01,1.85
SLC29A1,syn,0.0313,429799,39,0.00220251877788445,618,0.00149966512332198,1.45,1.02,2
SLC30A3,syn,0.012,429799,11,0.000621223245044333,512,0.00124244100831853,0.483,0.24,0.873
SLC35G3,syn,0.0434,429799,43,0.00242841813971876,710,0.00172291624200421,1.4,1,1.9
SLC38A2,syn,0.00998,429799,36,0.00203309425650873,511,0.00124001436572416,1.6,1.11,2.25
SLC45A1,syn,0.0773,429799,91,0.00513921048173039,1715,0.0041616920493482,1.21,0.97,1.5
SLC52A2,syn,0.0807,429799,45,0.00254136782063591,1360,0.0033002339283461,0.767,0.556,1.03
SLC5A12,syn,0.0306,429799,39,0.00220251877788445,618,0.00149966512332198,1.45,1.02,2.01
SLC6A4,syn,0.000275,429799,22,0.00124244649008867,1044,0.0025334148685245,0.487,0.304,0.741
SLC7A6,syn,0.0992,429799,37,0.0020895690969673,631,0.00153121147704881,1.34,0.934,1.87
SLC9A4,syn,0.0515,429799,73,0.00412266335347603,1325,0.00321530143754307,1.27,0.988,1.61
SLFN14,syn,0.0572,429799,36,0.00203309425650873,574,0.0013928928491696,1.39,0.966,1.96
SLIT1,syn,0.0352,429799,168,0.00948777319704072,3258,0.0079060015724644,1.19,1.01,1.39
SLX4,syn,0.0066,429799,200,0.0112949680917151,3764,0.0091338827252167,1.22,1.06,1.41
SMARCA1,syn,0.0165,429799,34,0.00192014457559157,501,0.00121574793978044,1.56,1.07,2.22
SMARCAL1,syn,0.1,429799,63,0.00355791494889027,1174,0.00284887840579288,1.24,0.946,1.6
SMC1A,syn,0.0876,429799,20,0.00112949680917151,679,0.00164769032157868,0.679,0.412,1.06
SMC6,syn,0.0946,429799,52,0.00293669170384594,952,0.00231016374984227,1.27,0.942,1.68
SMIM17,syn,0.0789,429799,0,0,79,0.000191704764955398,0,0,1.13
SMIM4,syn,0.0718,429799,5,0.000282374202292879,47,0.00011405220193549,2.37,0.736,5.95
SMYD2,syn,0.0163,429799,10,0.000564748404585757,466,0.00113081544897741,0.486,0.231,0.902
SMYD3,syn,0.078,429799,40,0.00225899361834303,692,0.00167923667530551,1.33,0.944,1.84
SNAPC4,syn,0.00166,429799,110,0.00621223245044333,3390,0.00822631839492152,0.743,0.609,0.9
SNRNP40,syn,0.0747,429799,11,0.000621223245044333,438,0.00106286945633499,0.582,0.289,1.05
SNRPB2,syn,0.0559,429799,15,0.000847122606878636,200,0.000485328518874426,1.74,0.953,2.93
SNRPC,syn,0.059,429799,17,0.000960072287795787,242,0.000587247507838056,1.63,0.933,2.66
SNRPD2,syn,0.0584,429799,13,0.000734172925961484,165,0.000400396028071402,1.78,0.928,3.13
SNRPD3,syn,0.0708,429799,10,0.000564748404585757,121,0.000293623753919028,1.94,0.907,3.69
SNRPN,syn,0.07,429799,16,0.000903597447337211,218,0.000529008085573124,1.67,0.935,2.77
SNX11,syn,0.0525,429799,32,0.00180719489467442,520,0.00126185414907351,1.44,0.972,2.06
SNX15,syn,0.0842,429799,38,0.00214604393742588,654,0.00158702425671937,1.35,0.945,1.87
SNX27,syn,0.0876,429799,42,0.00237194329926018,745,0.00180784873280724,1.31,0.938,1.79
SORCS3,syn,0.014,429799,53,0.00299316654430451,1709,0.00414713219378197,0.713,0.532,0.938
SOS1,syn,0.0634,429799,35,0.00197661941605015,1108,0.00268871999456432,0.725,0.502,1.01
SOST,syn,0.0538,429799,42,0.00237194329926018,707,0.0017156363142211,1.37,0.977,1.87
SOWAHD,syn,0.0834,429799,5,0.000282374202292879,254,0.000616367218970521,0.46,0.148,1.09
SOX17,syn,0.0342,429799,60,0.00338849042751454,1053,0.00255525465187385,1.33,1.01,1.73
SPAG6,syn,0.0206,429799,13,0.000734172925961484,551,0.00133708006949904,0.535,0.283,0.922
SPAST,syn,0.0197,429799,18,0.00101654712825436,696,0.001688943245683,0.583,0.343,0.929
SPATA13,syn,0.0592,429799,120,0.00677698085502908,2305,0.00559341118002776,1.2,0.987,1.44
SPATA48,syn,0.0839,429799,31,0.00175072005421585,509,0.00123516108053541,1.39,0.937,2
SPATS1,syn,0.0402,429799,16,0.000903597447337211,200,0.000485328518874426,1.8,1.01,2.99
SPC25,syn,0.0618,429799,17,0.000960072287795787,230,0.00055812779670559,1.61,0.92,2.64
SPG7,syn,0.0692,429799,70,0.0039532388321003,2016,0.00489211147025422,0.802,0.622,1.02
SPHKAP,syn,0.0998,429799,89,0.00502626080081324,2449,0.00594284771361735,0.835,0.668,1.03
SPIB,syn,0.0404,429799,42,0.00237194329926018,693,0.00168166331789989,1.41,1,1.92
SPIN1,syn,0.00712,429799,17,0.000960072287795787,187,0.000453782165147588,2.1,1.19,3.45
SPINK14,syn,0.0868,429799,4,0.000225899361834303,35,0.0000849324908030246,2.53,0.653,7.1
SPPL2A,syn,0.0997,429799,14,0.00079064776642006,514,0.00124729429350728,0.629,0.341,1.07
SPPL2B,syn,0.0532,429799,23,0.00129892133054724,782,0.00189763450879901,0.665,0.419,1.01
SPRED2,syn,0.0112,429799,39,0.00220251877788445,566,0.00137347970841463,1.55,1.09,2.15
SPRY1,syn,0.0359,429799,40,0.00225899361834303,652,0.00158217097153063,1.42,1,1.95
SPRY2,syn,0.0878,429799,20,0.00112949680917151,684,0.00165982353455054,0.677,0.411,1.06
SPSB2,syn,0.0923,429799,9,0.000508273564127181,366,0.0008881511895402,0.561,0.255,1.08
SPTLC1,syn,0.0552,429799,27,0.00152482069238154,414,0.00100463003407006,1.49,0.972,2.21
SPTSSA,syn,0.00427,429799,3,0.000169424521375727,281,0.000681886569018569,0.247,0.0506,0.729
SRCAP,syn,0.0798,429799,182,0.0102784209634608,4796,0.0116381778826087,0.874,0.749,1.01
SRF,syn,0.0595,429799,22,0.00124244649008867,761,0.00184667501431719,0.663,0.413,1.01
SRGAP1,syn,0.0479,429799,95,0.00536510984356469,1786,0.00433398367354863,1.24,0.995,1.52
SRP9,syn,0.0412,429799,14,0.00079064776642006,177,0.000429515739203867,1.84,0.987,3.18
SRPRA,syn,0.0379,429799,51,0.00288021686338736,849,0.00206021956262194,1.36,1,1.81
SRRD,syn,0.0548,429799,7,0.00039532388321003,325,0.000788658843170942,0.49,0.196,1.02
SRXN1,syn,0.00448,429799,15,0.000847122606878636,150,0.00036399638915582,2.34,1.28,3.98
SS18L2,syn,0.053,429799,5,0.000282374202292879,45,0.000109198916746746,2.61,0.807,6.55
SSBP1,syn,0.0661,429799,1,0.0000564748404585757,116,0.000281490540947167,0.191,0.0048,1.09
SSBP3,syn,0.0624,429799,34,0.00192014457559157,559,0.00135649321025402,1.41,0.964,1.99
ST18,syn,0.0676,429799,33,0.001863669735133,1058,0.00256738786484571,0.718,0.492,1.02
ST6GAL1,syn,0.0491,429799,13,0.000734172925961484,517,0.00125457422129039,0.582,0.308,1
ST7L,syn,0.0987,429799,14,0.00079064776642006,500,0.00121332129718607,0.639,0.347,1.08
STAC3,syn,0.0593,429799,22,0.00124244649008867,330,0.000800792056142803,1.54,0.952,2.37
STAG3,syn,0.0506,429799,82,0.00463093691760321,1496,0.00363025732118071,1.25,0.992,1.57
STAR,syn,0.044,429799,12,0.000677698085502908,498,0.00120846801199732,0.559,0.287,0.985
STEAP1,syn,0.0327,429799,15,0.000847122606878636,178,0.000431942381798239,1.83,1,3.11
STK19,syn,0.00233,429799,34,0.00192014457559157,426,0.00103374974520253,1.8,1.23,2.56
STMN2,syn,0.0309,429799,17,0.000960072287795787,215,0.000521728157790008,1.8,1.03,2.95
STOX2,syn,0.0312,429799,42,0.00237194329926018,1348,0.00327111421721363,0.714,0.512,0.97
STPG3,syn,0.0474,429799,44,0.00248489298017733,731,0.00177387573648603,1.38,0.992,1.87
STRBP,syn,0.0991,429799,37,0.0020895690969673,636,0.00154334469002068,1.34,0.935,1.87
STUM,syn,0.0711,429799,3,0.000169424521375727,195,0.000473195305902565,0.358,0.0731,1.06
STX4,syn,0.0467,429799,37,0.0020895690969673,607,0.00147297205478388,1.41,0.986,1.97
STXBP3,syn,0.0446,429799,12,0.000677698085502908,497,0.00120604136940295,0.553,0.284,0.976
STXBP4,syn,0.0671,429799,42,0.00237194329926018,726,0.00176174252351417,1.36,0.97,1.85
SUCNR1,syn,0.0984,429799,6,0.000338849042751454,271,0.000657620143074847,0.505,0.184,1.11
SUMO3,syn,0.0763,429799,30,0.00169424521375727,491,0.00119148151383672,1.42,0.947,2.05
SUOX,syn,0.0436,429799,39,0.00220251877788445,646,0.0015676111159644,1.4,0.986,1.94
SUSD2,syn,0.0753,429799,51,0.00288021686338736,1501,0.00364239053415257,0.777,0.575,1.03
SVIP,syn,0.0803,429799,0,0,76,0.000184424837172282,0,0,1.1
SYNDIG1L,syn,0.0384,429799,29,0.0016377703732987,440,0.00106772274152374,1.5,0.991,2.18
SYNE2,syn,0.0156,429799,415,0.0234370587903089,8441,0.0204832901390952,1.13,1.02,1.25
SYNPO2,syn,0.088,429799,66,0.003727339470266,1867,0.00453054172369277,0.803,0.618,1.03
SYPL1,syn,0.0707,429799,7,0.00039532388321003,323,0.000783805557982198,0.502,0.2,1.05
SYT13,syn,0.069,429799,35,0.00197661941605015,580,0.00140745270473584,1.38,0.952,1.94
SYTL2,syn,0.0732,429799,47,0.00265431750155306,797,0.00193403414771459,1.32,0.959,1.77
SYTL5,syn,0.0773,429799,27,0.00152482069238154,428,0.00103860303039127,1.44,0.939,2.13
TAAR9,syn,0.0531,429799,10,0.000564748404585757,416,0.00100948331925881,0.543,0.258,1.01
TACC2,syn,0.0579,429799,180,0.0101654712825436,4751,0.011528978965862,0.866,0.741,1.01
TACC3,syn,0.00955,429799,43,0.00242841813971876,1464,0.0035526047581608,0.675,0.486,0.915
TAF11,syn,0.094,429799,15,0.000847122606878636,211,0.00051202158741252,1.61,0.886,2.72
TAF1B,syn,0.0197,429799,7,0.00039532388321003,365,0.000885724546945828,0.435,0.174,0.906
TAF5,syn,0.0483,429799,24,0.00135539617100582,838,0.00203352649408385,0.662,0.422,0.993
TAL1,syn,0.0723,429799,26,0.00146834585192297,414,0.00100463003407006,1.45,0.934,2.15
TARDBP,syn,0.0757,429799,23,0.00129892133054724,784,0.00190248779398775,0.679,0.428,1.03
TARSL2,syn,0.0243,429799,66,0.003727339470266,1129,0.00273967948904614,1.34,1.03,1.72
TAS2R40,syn,0.0536,429799,24,0.00135539617100582,352,0.00085417819321899,1.53,0.968,2.32
TAS2R7,syn,0.0568,429799,27,0.00152482069238154,423,0.00102646981741941,1.48,0.962,2.18
TASP1,syn,0.0383,429799,4,0.000225899361834303,243,0.000589674150432428,0.372,0.101,0.966
TAX1BP3,syn,0.0773,429799,14,0.00079064776642006,195,0.000473195305902565,1.68,0.899,2.88
TBC1D10A,syn,0.0444,429799,16,0.000903597447337211,611,0.00148267862516137,0.604,0.343,0.989
TBC1D14,syn,0.0634,429799,65,0.00367086462980742,1165,0.00282703862244353,1.28,0.977,1.64
TBC1D21,syn,0.0145,429799,8,0.000451798723668606,416,0.00100948331925881,0.44,0.189,0.876
TBC1D23,syn,0.0972,429799,44,0.00248489298017733,783,0.00190006115139338,1.3,0.933,1.76
TBC1D30,syn,0.0966,429799,44,0.00248489298017733,767,0.00186123486988342,1.3,0.935,1.76
TBCC,syn,0.0846,429799,25,0.00141187101146439,386,0.000936684041427642,1.46,0.932,2.19
TBL2,syn,0.0959,429799,16,0.000903597447337211,564,0.00136862642322588,0.647,0.367,1.06
TBP,syn,0.055,429799,7,0.00039532388321003,329,0.000798365413548431,0.488,0.195,1.02
TBX22,syn,0.0659,429799,16,0.000903597447337211,591,0.00143414577327393,0.624,0.354,1.02
TCAIM,syn,0.0667,429799,10,0.000564748404585757,413,0.00100220339147569,0.557,0.265,1.03
TCEANC,syn,0.0791,429799,0,0,75,0.00018199819457791,0,0,1.12
TCF12,syn,0.0938,429799,24,0.00135539617100582,785,0.00190491443658212,0.7,0.445,1.05
TCHH,syn,0.0968,429799,112,0.00632518213136048,3021,0.00733088727759821,0.851,0.698,1.03
TCHHL1,syn,0.0809,429799,62,0.00350144010843169,1138,0.00276151927239548,1.26,0.961,1.63
TCP10L2,syn,0.0779,429799,12,0.000677698085502908,153,0.000371276316938936,1.76,0.888,3.16
TCP11L2,syn,0.0899,429799,32,0.00180719489467442,537,0.00130310707317783,1.39,0.938,1.98
TCTEX1D1,syn,0.0197,429799,2,0.000112949680917151,203,0.000492608446657543,0.231,0.0278,0.846
TDO2,syn,0.0938,429799,36,0.00203309425650873,617,0.0014972384807276,1.35,0.934,1.89
TDRD10,syn,0.0855,429799,17,0.000960072287795787,600,0.00145598555662328,0.655,0.379,1.06
TEAD2,syn,0.0523,429799,31,0.00175072005421585,1018,0.00247032216107083,0.703,0.475,1
TEN1,syn,0.0208,429799,12,0.000677698085502908,128,0.000310610252079633,2.08,1.05,3.77
TENM4,syn,0.0622,429799,144,0.0081323770260349,3883,0.00942265319394698,0.852,0.716,1.01
TERF1,syn,0.0282,429799,12,0.000677698085502908,512,0.00124244100831853,0.537,0.275,0.946
TEX13C,syn,0.0616,429799,44,0.00248489298017733,753,0.00182726187356221,1.35,0.969,1.83
TEX22,syn,0.0906,429799,10,0.000564748404585757,131,0.000317890179862749,1.75,0.817,3.32
TEX261,syn,0.0426,429799,14,0.00079064776642006,167,0.000405249313260146,1.82,0.973,3.15
TEX36,syn,0.0604,429799,17,0.000960072287795787,236,0.000572687652271823,1.62,0.927,2.65
TEX43,syn,0.00495,429799,19,0.00107302196871294,213,0.000516874872601264,2.04,1.21,3.28
TFDP1,syn,0.0162,429799,18,0.00101654712825436,716,0.00173747609757045,0.57,0.336,0.908
TFF2,syn,0.00753,429799,2,0.000112949680917151,236,0.000572687652271823,0.199,0.0239,0.726
TFPI,syn,0.00265,429799,25,0.00141187101146439,289,0.000701299709773546,1.97,1.26,2.98
TGFBR1,syn,0.0639,429799,28,0.00158129553284012,442,0.00107257602671248,1.45,0.952,2.13
THEM6,syn,0.0421,429799,18,0.00101654712825436,242,0.000587247507838056,1.69,0.986,2.74
THRB,syn,0.057,429799,39,0.00220251877788445,653,0.001584597614125,1.37,0.966,1.9
THUMPD3,syn,0.00187,429799,33,0.001863669735133,415,0.00100705667666443,1.83,1.24,2.61
TICRR,syn,0.0724,429799,93,0.00525216016264754,2567,0.00622919153975326,0.826,0.664,1.02
TKTL2,syn,0.0324,429799,46,0.00259784266109448,743,0.00180299544761849,1.41,1.02,1.9
TLE1,syn,0.0259,429799,75,0.00423561303439318,1293,0.00313764887452316,1.32,1.03,1.66
TLE2,syn,0.0924,429799,61,0.00344496526797312,1105,0.0026814400667812,1.26,0.953,1.63
TLE6,syn,0.0761,429799,60,0.00338849042751454,1097,0.00266202692602623,1.27,0.96,1.64
